t,type,source,target,importance_xi,cluster
84,NODE,13,,0.0001,0
84,NODE,14,,0.0011,0
84,NODE,15,,0.0005,0
84,NODE,16,,0.0005,0
84,NODE,17,,0.0003,0
84,NODE,18,,0.0002,0
84,NODE,19,,0.0002,0
84,NODE,20,,0.0003,0
84,NODE,21,,0.0002,0
84,NODE,22,,0.0005,0
84,NODE,23,,0.0539,0
84,NODE,24,,0.0002,0
84,NODE,25,,0.0003,0
84,NODE,26,,0.0005,0
84,NODE,27,,0.0002,0
84,NODE,28,,0.0011,0
84,NODE,29,,0.0005,0
84,NODE,30,,0.0003,0
84,NODE,31,,0.0002,0
84,NODE,32,,0.0002,0
84,NODE,33,,0.0002,0
84,NODE,34,,0.0002,0
84,NODE,35,,0.0,0
84,NODE,36,,0.0011,0
84,NODE,37,,0.0002,0
84,NODE,38,,0.0011,0
84,NODE,39,,0.0017,0
84,NODE,40,,0.0001,0
84,NODE,41,,0.0001,0
84,NODE,42,,0.0011,0
84,NODE,43,,0.0002,0
84,NODE,44,,0.0001,0
84,NODE,45,,0.0001,0
84,NODE,46,,0.0008,0
84,NODE,47,,0.0003,0
84,NODE,48,,1.4811,0
84,NODE,49,,0.0001,0
84,NODE,50,,0.0008,0
84,NODE,51,,0.0001,0
84,NODE,52,,0.0002,0
84,NODE,53,,0.0005,0
84,NODE,54,,0.0005,0
84,NODE,55,,0.0001,0
84,NODE,56,,0.0,0
84,NODE,57,,0.0,0
84,NODE,58,,0.0003,0
84,NODE,59,,0.0003,0
84,NODE,60,,0.0001,0
84,NODE,61,,0.0001,0
84,NODE,62,,0.0007,0
84,NODE,63,,0.0003,0
84,NODE,64,,0.0002,0
84,NODE,65,,0.0003,0
84,NODE,66,,0.0001,0
84,NODE,67,,0.0001,0
84,NODE,68,,0.0001,0
84,NODE,69,,0.0002,0
84,NODE,70,,0.0002,0
84,NODE,71,,0.0003,0
84,NODE,72,,0.0003,0
84,NODE,73,,0.0005,0
84,NODE,74,,0.0011,0
84,NODE,75,,0.0005,0
84,NODE,76,,0.0003,0
84,NODE,77,,0.0538,0
84,NODE,78,,0.0003,0
84,NODE,79,,0.0011,0
84,NODE,80,,0.0,0
84,NODE,81,,0.0001,0
84,EDGE,0,1,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,5,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,6,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,8,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,10,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,11,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,5,,
84,EDGE,5,12,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,13,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,14,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,15,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,15,,
84,EDGE,15,16,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,6,,
84,EDGE,6,17,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,19,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,20,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,22,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,23,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,5,,
84,EDGE,5,12,,
84,EDGE,12,24,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,11,,
84,EDGE,11,25,,
84,EDGE,10,5,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,15,,
84,EDGE,15,26,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,10,,
84,EDGE,10,28,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,15,,
84,EDGE,15,26,,
84,EDGE,26,29,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,20,,
84,EDGE,20,30,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,19,,
84,EDGE,19,33,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,34,,
84,EDGE,10,5,,
84,EDGE,5,35,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,10,,
84,EDGE,10,28,,
84,EDGE,28,36,,
84,EDGE,0,1,,
84,EDGE,1,37,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,10,,
84,EDGE,10,38,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,23,,
84,EDGE,23,39,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,19,,
84,EDGE,19,33,,
84,EDGE,33,40,,
84,EDGE,0,1,,
84,EDGE,1,37,,
84,EDGE,37,41,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,10,,
84,EDGE,10,28,,
84,EDGE,28,36,,
84,EDGE,36,42,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,34,,
84,EDGE,34,43,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,34,,
84,EDGE,34,44,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,45,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,46,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,20,,
84,EDGE,20,30,,
84,EDGE,30,47,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,23,,
84,EDGE,23,48,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,49,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,46,,
84,EDGE,46,50,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,19,,
84,EDGE,19,33,,
84,EDGE,33,51,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,34,,
84,EDGE,34,43,,
84,EDGE,43,52,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,53,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,15,,
84,EDGE,15,16,,
84,EDGE,16,54,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,49,,
84,EDGE,49,55,,
84,EDGE,10,5,,
84,EDGE,5,56,,
84,EDGE,10,5,,
84,EDGE,5,35,,
84,EDGE,35,57,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,11,,
84,EDGE,11,25,,
84,EDGE,25,58,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,59,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,13,,
84,EDGE,13,60,,
84,EDGE,0,1,,
84,EDGE,1,37,,
84,EDGE,37,61,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,62,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,11,,
84,EDGE,11,25,,
84,EDGE,25,63,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,34,,
84,EDGE,34,43,,
84,EDGE,43,64,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,20,,
84,EDGE,20,30,,
84,EDGE,30,47,,
84,EDGE,47,65,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,66,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,67,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,45,,
84,EDGE,45,68,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,21,,
84,EDGE,21,27,,
84,EDGE,27,31,,
84,EDGE,31,32,,
84,EDGE,32,34,,
84,EDGE,34,43,,
84,EDGE,43,69,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,5,,
84,EDGE,5,12,,
84,EDGE,12,24,,
84,EDGE,24,70,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,20,,
84,EDGE,20,30,,
84,EDGE,30,47,,
84,EDGE,47,71,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,6,,
84,EDGE,6,17,,
84,EDGE,17,72,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,15,,
84,EDGE,15,26,,
84,EDGE,26,29,,
84,EDGE,29,73,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,10,,
84,EDGE,10,28,,
84,EDGE,28,74,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,22,,
84,EDGE,22,75,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,6,,
84,EDGE,6,76,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,23,,
84,EDGE,23,48,,
84,EDGE,48,77,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,20,,
84,EDGE,20,30,,
84,EDGE,30,78,,
84,EDGE,0,1,,
84,EDGE,1,2,,
84,EDGE,2,3,,
84,EDGE,3,7,,
84,EDGE,7,9,,
84,EDGE,9,10,,
84,EDGE,10,28,,
84,EDGE,28,36,,
84,EDGE,36,42,,
84,EDGE,42,79,,
84,EDGE,10,5,,
84,EDGE,5,56,,
84,EDGE,56,80,,
84,EDGE,0,1,,
84,EDGE,1,4,,
84,EDGE,4,18,,
84,EDGE,18,81,,
85,NODE,0,,0.1036,0
85,NODE,1,,0.1036,0
85,NODE,2,,0.1033,0
85,NODE,3,,0.103,0
85,NODE,4,,0.0005,0
85,NODE,5,,0.0004,0
85,NODE,6,,0.0007,0
85,NODE,7,,0.1027,0
85,NODE,8,,0.0004,0
85,NODE,9,,0.1025,0
85,NODE,10,,0.0028,0
85,NODE,11,,0.0007,0
85,NODE,12,,0.0004,0
85,NODE,13,,0.0004,0
85,NODE,14,,0.0027,0
85,NODE,15,,0.0012,0
85,NODE,16,,0.0012,0
85,NODE,17,,0.0007,0
85,NODE,18,,0.0004,0
85,NODE,19,,0.0004,0
85,NODE,20,,0.0007,0
85,NODE,21,,0.0004,0
85,NODE,22,,0.0012,0
85,NODE,23,,0.1016,0
85,NODE,24,,0.0004,0
85,NODE,25,,0.0007,0
85,NODE,26,,0.0012,0
85,NODE,27,,0.0004,0
85,NODE,28,,0.0028,0
85,NODE,29,,0.0012,0
85,NODE,30,,0.0007,0
85,NODE,31,,0.0004,0
85,NODE,32,,0.0004,0
85,NODE,33,,0.0004,0
85,NODE,34,,0.0004,0
85,NODE,35,,0.0,0
85,NODE,36,,0.0028,0
85,NODE,37,,0.0004,0
85,NODE,38,,0.0027,0
85,NODE,39,,0.0042,0
85,NODE,40,,0.0004,0
85,NODE,41,,0.0004,0
85,NODE,42,,0.0028,0
85,NODE,43,,0.0004,0
85,NODE,44,,0.0004,0
85,NODE,45,,0.0004,0
85,NODE,46,,0.0019,0
85,NODE,47,,0.0007,0
85,NODE,48,,2.2092,0
85,NODE,49,,0.0004,0
85,NODE,50,,0.0019,0
85,NODE,51,,0.0004,0
85,NODE,52,,0.0004,0
85,NODE,53,,0.0012,0
85,NODE,54,,0.0012,0
85,NODE,55,,0.0004,0
85,NODE,56,,0.0,0
85,NODE,57,,0.0,0
85,NODE,58,,0.0007,0
85,NODE,59,,0.0007,0
85,NODE,60,,0.0004,0
85,NODE,61,,0.0004,0
85,NODE,62,,0.0019,0
85,NODE,63,,0.0007,0
85,NODE,64,,0.0004,0
85,NODE,65,,0.0007,0
85,NODE,66,,0.0004,0
85,NODE,67,,0.0004,0
85,NODE,68,,0.0004,0
85,NODE,69,,0.0004,0
85,NODE,70,,0.0004,0
85,NODE,71,,0.0007,0
85,NODE,72,,0.0007,0
85,NODE,73,,0.0012,0
85,NODE,74,,0.0027,0
85,NODE,75,,0.0012,0
85,NODE,76,,0.0007,0
85,NODE,77,,0.1013,0
85,NODE,78,,0.0007,0
85,NODE,79,,0.0028,0
85,NODE,80,,0.0,0
85,NODE,81,,0.0003,0
85,NODE,82,,0.0005,0
85,EDGE,0,1,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,5,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,6,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,8,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,10,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,11,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,5,,
85,EDGE,5,12,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,13,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,14,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,15,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,15,,
85,EDGE,15,16,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,6,,
85,EDGE,6,17,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,19,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,20,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,22,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,23,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,5,,
85,EDGE,5,12,,
85,EDGE,12,24,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,11,,
85,EDGE,11,25,,
85,EDGE,10,5,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,15,,
85,EDGE,15,26,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,10,,
85,EDGE,10,28,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,15,,
85,EDGE,15,26,,
85,EDGE,26,29,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,20,,
85,EDGE,20,30,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,19,,
85,EDGE,19,33,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,34,,
85,EDGE,10,5,,
85,EDGE,5,35,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,10,,
85,EDGE,10,28,,
85,EDGE,28,36,,
85,EDGE,0,1,,
85,EDGE,1,37,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,10,,
85,EDGE,10,38,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,23,,
85,EDGE,23,39,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,19,,
85,EDGE,19,33,,
85,EDGE,33,40,,
85,EDGE,0,1,,
85,EDGE,1,37,,
85,EDGE,37,41,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,10,,
85,EDGE,10,28,,
85,EDGE,28,36,,
85,EDGE,36,42,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,34,,
85,EDGE,34,43,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,34,,
85,EDGE,34,44,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,45,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,46,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,20,,
85,EDGE,20,30,,
85,EDGE,30,47,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,23,,
85,EDGE,23,48,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,49,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,46,,
85,EDGE,46,50,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,19,,
85,EDGE,19,33,,
85,EDGE,33,51,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,34,,
85,EDGE,34,43,,
85,EDGE,43,52,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,53,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,15,,
85,EDGE,15,16,,
85,EDGE,16,54,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,49,,
85,EDGE,49,55,,
85,EDGE,10,5,,
85,EDGE,5,56,,
85,EDGE,10,5,,
85,EDGE,5,35,,
85,EDGE,35,57,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,11,,
85,EDGE,11,25,,
85,EDGE,25,58,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,59,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,13,,
85,EDGE,13,60,,
85,EDGE,0,1,,
85,EDGE,1,37,,
85,EDGE,37,61,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,62,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,11,,
85,EDGE,11,25,,
85,EDGE,25,63,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,34,,
85,EDGE,34,43,,
85,EDGE,43,64,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,20,,
85,EDGE,20,30,,
85,EDGE,30,47,,
85,EDGE,47,65,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,66,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,67,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,45,,
85,EDGE,45,68,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,21,,
85,EDGE,21,27,,
85,EDGE,27,31,,
85,EDGE,31,32,,
85,EDGE,32,34,,
85,EDGE,34,43,,
85,EDGE,43,69,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,5,,
85,EDGE,5,12,,
85,EDGE,12,24,,
85,EDGE,24,70,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,20,,
85,EDGE,20,30,,
85,EDGE,30,47,,
85,EDGE,47,71,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,6,,
85,EDGE,6,17,,
85,EDGE,17,72,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,15,,
85,EDGE,15,26,,
85,EDGE,26,29,,
85,EDGE,29,73,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,10,,
85,EDGE,10,28,,
85,EDGE,28,74,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,22,,
85,EDGE,22,75,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,6,,
85,EDGE,6,76,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,23,,
85,EDGE,23,48,,
85,EDGE,48,77,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,20,,
85,EDGE,20,30,,
85,EDGE,30,78,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,7,,
85,EDGE,7,9,,
85,EDGE,9,10,,
85,EDGE,10,28,,
85,EDGE,28,36,,
85,EDGE,36,42,,
85,EDGE,42,79,,
85,EDGE,10,5,,
85,EDGE,5,56,,
85,EDGE,56,80,,
85,EDGE,0,1,,
85,EDGE,1,4,,
85,EDGE,4,18,,
85,EDGE,18,81,,
85,EDGE,0,1,,
85,EDGE,1,2,,
85,EDGE,2,3,,
85,EDGE,3,15,,
85,EDGE,15,26,,
85,EDGE,26,82,,
86,NODE,0,,0.1887,0
86,NODE,1,,0.1887,0
86,NODE,2,,0.1881,0
86,NODE,3,,0.1873,0
86,NODE,4,,0.0011,0
86,NODE,5,,0.0009,0
86,NODE,6,,0.0016,0
86,NODE,7,,0.1864,0
86,NODE,8,,0.0008,0
86,NODE,9,,0.1859,0
86,NODE,10,,0.0064,0
86,NODE,11,,0.0016,0
86,NODE,12,,0.0009,0
86,NODE,13,,0.0008,0
86,NODE,14,,0.0061,0
86,NODE,15,,0.0028,0
86,NODE,16,,0.0027,0
86,NODE,17,,0.0016,0
86,NODE,18,,0.001,0
86,NODE,19,,0.0009,0
86,NODE,20,,0.0017,0
86,NODE,21,,0.001,0
