t,type,source,target,importance_xi,cluster
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,36,,
140,EDGE,0,1,,
140,EDGE,1,37,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,38,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,23,,
140,EDGE,23,39,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,19,,
140,EDGE,19,33,,
140,EDGE,33,40,,
140,EDGE,0,1,,
140,EDGE,1,37,,
140,EDGE,37,41,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,36,,
140,EDGE,36,42,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,43,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,44,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,45,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,46,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,20,,
140,EDGE,20,30,,
140,EDGE,30,47,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,23,,
140,EDGE,23,48,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,49,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,46,,
140,EDGE,46,50,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,19,,
140,EDGE,19,33,,
140,EDGE,33,51,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,43,,
140,EDGE,43,52,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,53,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,15,,
140,EDGE,15,16,,
140,EDGE,16,54,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,49,,
140,EDGE,49,55,,
140,EDGE,10,5,,
140,EDGE,5,56,,
140,EDGE,10,5,,
140,EDGE,5,35,,
140,EDGE,35,57,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,11,,
140,EDGE,11,25,,
140,EDGE,25,58,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,59,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,13,,
140,EDGE,13,60,,
140,EDGE,0,1,,
140,EDGE,1,37,,
140,EDGE,37,61,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,62,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,11,,
140,EDGE,11,25,,
140,EDGE,25,63,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,43,,
140,EDGE,43,64,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,20,,
140,EDGE,20,30,,
140,EDGE,30,47,,
140,EDGE,47,65,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,66,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,67,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,45,,
140,EDGE,45,68,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,43,,
140,EDGE,43,69,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,5,,
140,EDGE,5,12,,
140,EDGE,12,24,,
140,EDGE,24,70,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,20,,
140,EDGE,20,30,,
140,EDGE,30,47,,
140,EDGE,47,71,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,6,,
140,EDGE,6,17,,
140,EDGE,17,72,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,15,,
140,EDGE,15,26,,
140,EDGE,26,29,,
140,EDGE,29,73,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,74,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,22,,
140,EDGE,22,75,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,6,,
140,EDGE,6,76,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,23,,
140,EDGE,23,48,,
140,EDGE,48,77,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,20,,
140,EDGE,20,30,,
140,EDGE,30,78,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,36,,
140,EDGE,36,42,,
140,EDGE,42,79,,
140,EDGE,10,5,,
140,EDGE,5,56,,
140,EDGE,56,80,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,81,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,15,,
140,EDGE,15,26,,
140,EDGE,26,82,,
140,EDGE,0,1,,
140,EDGE,1,37,,
140,EDGE,37,83,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,19,,
140,EDGE,19,33,,
140,EDGE,33,40,,
140,EDGE,40,84,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,38,,
140,EDGE,38,85,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,15,,
140,EDGE,15,26,,
140,EDGE,26,29,,
140,EDGE,29,73,,
140,EDGE,73,86,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,14,,
140,EDGE,14,87,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,19,,
140,EDGE,19,33,,
140,EDGE,33,51,,
140,EDGE,51,88,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,89,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,13,,
140,EDGE,13,60,,
140,EDGE,60,90,,
140,EDGE,10,5,,
140,EDGE,5,91,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,19,,
140,EDGE,19,33,,
140,EDGE,33,40,,
140,EDGE,40,84,,
140,EDGE,84,92,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,93,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,20,,
140,EDGE,20,94,,
140,EDGE,10,5,,
140,EDGE,5,56,,
140,EDGE,56,80,,
140,EDGE,80,95,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,23,,
140,EDGE,23,39,,
140,EDGE,39,96,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,14,,
140,EDGE,14,97,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,23,,
140,EDGE,23,48,,
140,EDGE,48,98,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,38,,
140,EDGE,38,85,,
140,EDGE,85,99,,
140,EDGE,17,41,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,14,,
140,EDGE,14,100,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,22,,
140,EDGE,22,75,,
140,EDGE,75,101,,
140,EDGE,0,1,,
140,EDGE,1,37,,
140,EDGE,37,61,,
140,EDGE,61,102,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,36,,
140,EDGE,36,42,,
140,EDGE,42,79,,
140,EDGE,79,103,,
140,EDGE,0,1,,
140,EDGE,1,104,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,89,,
140,EDGE,89,105,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,44,,
140,EDGE,44,106,,
140,EDGE,10,5,,
140,EDGE,5,56,,
140,EDGE,56,80,,
140,EDGE,80,95,,
140,EDGE,95,107,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,14,,
140,EDGE,14,87,,
140,EDGE,87,108,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,74,,
140,EDGE,74,109,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,36,,
140,EDGE,36,42,,
140,EDGE,42,79,,
140,EDGE,79,110,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,66,,
140,EDGE,66,111,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,112,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,13,,
140,EDGE,13,60,,
140,EDGE,60,113,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,49,,
140,EDGE,49,114,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,44,,
140,EDGE,44,106,,
140,EDGE,106,115,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,15,,
140,EDGE,15,26,,
140,EDGE,26,82,,
140,EDGE,82,116,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,36,,
140,EDGE,36,42,,
140,EDGE,42,79,,
140,EDGE,79,110,,
140,EDGE,110,117,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,13,,
140,EDGE,13,118,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,59,,
140,EDGE,59,119,,
140,EDGE,10,5,,
140,EDGE,5,56,,
140,EDGE,56,80,,
140,EDGE,80,95,,
140,EDGE,95,107,,
140,EDGE,107,120,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,34,,
140,EDGE,34,43,,
140,EDGE,43,69,,
140,EDGE,69,121,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,23,,
140,EDGE,23,39,,
140,EDGE,39,96,,
140,EDGE,96,122,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,5,,
140,EDGE,5,12,,
140,EDGE,12,24,,
140,EDGE,24,123,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,15,,
140,EDGE,15,26,,
140,EDGE,26,29,,
140,EDGE,29,124,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,15,,
140,EDGE,15,26,,
140,EDGE,26,29,,
140,EDGE,29,73,,
140,EDGE,73,86,,
140,EDGE,86,125,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,28,,
140,EDGE,28,36,,
140,EDGE,36,42,,
140,EDGE,42,126,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,19,,
140,EDGE,19,33,,
140,EDGE,33,40,,
140,EDGE,40,84,,
140,EDGE,84,92,,
140,EDGE,92,127,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,23,,
140,EDGE,23,39,,
140,EDGE,39,96,,
140,EDGE,96,128,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,129,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,59,,
140,EDGE,59,119,,
140,EDGE,119,130,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,19,,
140,EDGE,19,33,,
140,EDGE,33,40,,
140,EDGE,40,84,,
140,EDGE,84,92,,
140,EDGE,92,131,,
140,EDGE,0,1,,
140,EDGE,1,4,,
140,EDGE,4,18,,
140,EDGE,18,21,,
140,EDGE,21,27,,
140,EDGE,27,31,,
140,EDGE,31,32,,
140,EDGE,32,49,,
140,EDGE,49,55,,
140,EDGE,55,132,,
140,EDGE,0,1,,
140,EDGE,1,2,,
140,EDGE,2,3,,
140,EDGE,3,7,,
140,EDGE,7,9,,
140,EDGE,9,10,,
140,EDGE,10,38,,
140,EDGE,38,85,,
140,EDGE,85,99,,
140,EDGE,99,133,,
141,NODE,0,,1000000.0,0
141,NODE,1,,1000000.0,0
141,NODE,2,,1000000.0,0
141,NODE,3,,1000000.0,0
141,NODE,4,,1000000.0,0
141,NODE,5,,1000000.0,0
141,NODE,6,,1000000.0,0
141,NODE,7,,1000000.0,0
141,NODE,8,,1000000.0,0
141,NODE,9,,1000000.0,0
141,NODE,10,,1000000.0,0
141,NODE,11,,1000000.0,0
141,NODE,12,,1000000.0,0
141,NODE,13,,1000000.0,0
141,NODE,14,,1000000.0,0
141,NODE,15,,1000000.0,0
141,NODE,16,,1000000.0,0
141,NODE,17,,1000000.0,0
141,NODE,18,,1000000.0,0
141,NODE,19,,1000000.0,0
141,NODE,20,,1000000.0,0
141,NODE,21,,1000000.0,0
141,NODE,22,,1000000.0,0
141,NODE,23,,1000000.0,0
141,NODE,24,,1000000.0,0
141,NODE,25,,1000000.0,0
141,NODE,26,,1000000.0,0
141,NODE,27,,1000000.0,0
141,NODE,28,,1000000.0,0
141,NODE,29,,1000000.0,0
141,NODE,30,,1000000.0,0
141,NODE,31,,1000000.0,0
141,NODE,32,,1000000.0,0
141,NODE,33,,1000000.0,0
141,NODE,34,,1000000.0,0
141,NODE,35,,1000000.0,0
141,NODE,36,,1000000.0,0
141,NODE,37,,1000000.0,0
141,NODE,38,,1000000.0,0
141,NODE,39,,1000000.0,0
141,NODE,40,,1000000.0,0
141,NODE,41,,1000000.0,0
141,NODE,42,,1000000.0,0
141,NODE,43,,1000000.0,0
141,NODE,44,,1000000.0,0
141,NODE,45,,1000000.0,0
141,NODE,46,,1000000.0,0
141,NODE,47,,1000000.0,0
141,NODE,48,,1000000.0,0
141,NODE,49,,1000000.0,0
141,NODE,50,,1000000.0,0
141,NODE,51,,1000000.0,0
141,NODE,52,,1000000.0,0
141,NODE,53,,1000000.0,0
141,NODE,54,,1000000.0,0
141,NODE,55,,1000000.0,0
141,NODE,56,,1000000.0,0
141,NODE,57,,1000000.0,0
141,NODE,58,,1000000.0,0
141,NODE,59,,1000000.0,0
141,NODE,60,,1000000.0,0
141,NODE,61,,1000000.0,0
141,NODE,62,,1000000.0,0
141,NODE,63,,1000000.0,0
141,NODE,64,,1000000.0,0
141,NODE,65,,1000000.0,0
141,NODE,66,,1000000.0,0
141,NODE,67,,1000000.0,0
141,NODE,68,,1000000.0,0
141,NODE,69,,1000000.0,0
141,NODE,70,,1000000.0,0
141,NODE,71,,1000000.0,0
141,NODE,72,,1000000.0,0
141,NODE,73,,1000000.0,0
141,NODE,74,,1000000.0,0
141,NODE,75,,1000000.0,0
141,NODE,76,,1000000.0,0
141,NODE,77,,1000000.0,0
141,NODE,78,,1000000.0,0
141,NODE,79,,1000000.0,0
141,NODE,80,,1000000.0,0
141,NODE,81,,1000000.0,0
141,NODE,82,,1000000.0,0
141,NODE,83,,1000000.0,0
141,NODE,84,,1000000.0,0
141,NODE,85,,1000000.0,0
141,NODE,86,,1000000.0,0
141,NODE,87,,1000000.0,0
141,NODE,88,,1000000.0,0
141,NODE,89,,1000000.0,0
141,NODE,90,,1000000.0,0
141,NODE,91,,1000000.0,0
141,NODE,92,,1000000.0,0
141,NODE,93,,1000000.0,0
141,NODE,94,,1000000.0,0
141,NODE,95,,1000000.0,0
141,NODE,96,,1000000.0,0
141,NODE,97,,1000000.0,0
141,NODE,98,,1000000.0,0
141,NODE,99,,1000000.0,0
141,NODE,100,,1000000.0,0
141,NODE,101,,1000000.0,0
141,NODE,102,,1000000.0,0
141,NODE,103,,1000000.0,0
141,NODE,104,,1000000.0,0
141,NODE,105,,1000000.0,0
141,NODE,106,,1000000.0,0
141,NODE,107,,1000000.0,0
141,NODE,108,,1000000.0,0
141,NODE,109,,1000000.0,0
141,NODE,110,,1000000.0,0
141,NODE,111,,1000000.0,0
141,NODE,112,,1000000.0,0
141,NODE,113,,1000000.0,0
141,NODE,114,,1000000.0,0
141,NODE,115,,1000000.0,0
141,NODE,116,,1000000.0,0
141,NODE,117,,1000000.0,0
141,NODE,118,,1000000.0,0
141,NODE,119,,1000000.0,0
141,NODE,120,,1000000.0,0
141,NODE,121,,1000000.0,0
141,NODE,122,,1000000.0,0
141,NODE,123,,1000000.0,0
141,NODE,124,,1000000.0,0
141,NODE,125,,1000000.0,0
141,NODE,126,,1000000.0,0
141,NODE,127,,1000000.0,0
141,NODE,128,,1000000.0,0
141,NODE,129,,158327.3187,0
141,NODE,130,,584662.1559,0
141,NODE,131,,448071.4165,0
141,NODE,132,,209609.2999,0
141,NODE,133,,114181.483,0
141,NODE,134,,46989.0073,0
141,EDGE,0,1,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,5,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,6,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,8,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,10,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,11,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,5,,
141,EDGE,5,12,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,13,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,14,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,15,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,15,,
141,EDGE,15,16,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,6,,
141,EDGE,6,17,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,19,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,20,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,22,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,23,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,5,,
141,EDGE,5,12,,
141,EDGE,12,24,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,11,,
141,EDGE,11,25,,
141,EDGE,10,5,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,15,,
141,EDGE,15,26,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,10,,
141,EDGE,10,28,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,15,,
141,EDGE,15,26,,
141,EDGE,26,29,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,20,,
141,EDGE,20,30,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,27,31,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,27,31,,
141,EDGE,31,32,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,19,,
141,EDGE,19,33,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,27,31,,
141,EDGE,31,32,,
141,EDGE,32,34,,
141,EDGE,10,5,,
141,EDGE,5,35,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,10,,
141,EDGE,10,28,,
141,EDGE,28,36,,
141,EDGE,0,1,,
141,EDGE,1,37,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,10,,
141,EDGE,10,38,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,23,,
141,EDGE,23,39,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,19,,
141,EDGE,19,33,,
141,EDGE,33,40,,
141,EDGE,0,1,,
141,EDGE,1,37,,
141,EDGE,37,41,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,10,,
141,EDGE,10,28,,
141,EDGE,28,36,,
141,EDGE,36,42,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,27,31,,
141,EDGE,31,32,,
141,EDGE,32,34,,
141,EDGE,34,43,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,27,31,,
141,EDGE,31,32,,
141,EDGE,32,34,,
141,EDGE,34,44,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,27,45,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,46,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,20,,
141,EDGE,20,30,,
141,EDGE,30,47,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,9,,
141,EDGE,9,23,,
141,EDGE,23,48,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
141,EDGE,18,21,,
141,EDGE,21,27,,
141,EDGE,27,31,,
141,EDGE,31,32,,
141,EDGE,32,49,,
141,EDGE,0,1,,
141,EDGE,1,2,,
141,EDGE,2,3,,
141,EDGE,3,7,,
141,EDGE,7,46,,
141,EDGE,46,50,,
141,EDGE,0,1,,
141,EDGE,1,4,,
141,EDGE,4,18,,
